option_set_id,decision,products_mapped,native_products,globo_dependent_products,inactive_products,first_labels
772532,KEEP for now,1,0,1,0,Number of robins | Name to appear on robin 1 | Name to appear on robin 2 | Name to appear on robin 3
772537,DELETE (no product still needs it),1,1,0,0,Group
772547,DELETE (no product still needs it),1,0,0,1,Heart 1 | Name of child to appear at the top | **INCREDIBLE OFFER** Buy a second one for just £5 | Heart 2
772565,KEEP for now,1,0,1,0,"Heart 1 | Text to appear at the top | Number of Bees | Now, personalise me..."
772589,KEEP for now,1,0,1,0,"Decoration 1 | Family name to appear at the top of signpost | Number of Names (Inc Pets) | Now, personalise me..."
772597,DELETE (no product still needs it),1,0,0,1,Coaster 1 | To... | From... | Valid from date (1st or last day of term)
772601,KEEP for now,1,0,1,0,Pencil 1 | Name of Teacher | Year or Class Name to appear on the left | Text to appear beneath name of Teacher
772605,KEEP for now,1,0,1,0,Decoration 1 | Size of heart | Large letter to appear | Name to appear on heart
772642,KEEP for now,1,0,1,0,Decoration 1 | Size of heart | Large letter to appear | Name to appear on heart
772654,KEEP for now,1,0,1,0,Planner 1 | Family name to appear at the top of your Planner | Please list the family names to appear down the side of the Planner (up to 6) | **INCREDIBLE OFFER** Buy a second planner for just £17.95!
772658,DELETE (no product still needs it),1,0,0,1,Planner 1 | Family name to appear at the top of your Calendar | **INCREDIBLE OFFER** Buy a second planner for just £17.95! | Planner 2
772664,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | Name and Date | **INCREDIBLE OFFER** Buy a second one for just £6
772666,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | First Christmas as... | Surname to appear above 2025
772670,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | Name and Date | **INCREDIBLE OFFER** Buy a second one for just £6
772674,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | My/Our | First Christmas as...
772677,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | My/Our | First Christmas as...
772681,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | Name of pet | **INCREDIBLE OFFER** Buy a second one for just £6
772682,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | Family Name | **INCREDIBLE OFFER** Buy a second one for just £6
772684,KEEP for now,1,0,1,0,Decoration 1 | Choose your Decoration shape | Child's name | **INCREDIBLE OFFER** Buy a second one for just £6
772685,DELETE (no product still needs it),1,0,0,1,Group
773214,DELETE (no product still needs it),1,0,0,1,Print 1 | Framing options | Name to appear | Title to appear
773230,KEEP for now,1,0,1,0,Print 1 | Framing options | Letter to appear with main image | Name to appear on print
773237,KEEP for now,1,0,1,0,Print 1 | Framing options | Letter to appear with main image | Name to appear on print
773240,KEEP for now,1,0,1,0,Print 1 | Framing options | Personalisation – Puzzle Piece One – Add names or initials | Personalisation – Puzzle Piece Two – Add names or initials
773244,KEEP for now,1,0,1,0,"Print 1 | Framing Options | Personalisation – Add names, initials or a short message | **INCREDIBLE OFFER** Buy a second one for just £5"
773285,DELETE (no product still needs it),1,0,0,1,Stretch Bracelet Colour (For both) | Bracelet 1 | Bracelet 1 Size | Bracelet 1 Personalisation
773316,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Tiny hug FROM/Tiny hug FOR
773322,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Personalisation Line 1
773336,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Personalisation
773339,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Personalisation Line 1
773349,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Personalisation
773355,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Name
773360,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Personalisation
773361,DELETE (no product still needs it),1,0,0,1,Charm | Stretch Bracelet Colour | Size | Date
773363,DELETE (no product still needs it),1,0,0,1,Charm | Size | Personalisation | Symbol under text
773366,DELETE (no product still needs it),1,0,0,1,Charm (for all) | Stretch Bracelet Colour (for all) | Foil gift card (for all) | Total number of bracelets
773417,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Choose your engraving design | Initial/s to appear on charm | Foil gift card
773420,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Initial to appear on charm | Foil gift card | Make it extra special
773423,DELETE (no product still needs it),1,1,0,0,Group
869614,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Names to appear above pebble people | Text to appear below pebble people (Line 1)
869636,DELETE (no product still needs it),1,1,0,0,Heart 1 | Number of pebble people | Size of heart | Colour of heart
869747,DELETE (no product still needs it),1,1,0,0,Heart 1 | Number of pebble people (max 8 inc pets) | Size of heart | Change wording above pebbles?
870294,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Text to appear below pebble people (Line 1) | Text to appear below pebble people (Line 2)
872852,DELETE (no product still needs it),1,1,0,0,**INCREDIBLE OFFER** Buy a second one for just £15
872876,KEEP for now,1,0,1,0,Group
882679,KEEP for now,1,0,1,0,Group
872884,KEEP for now,1,0,1,0,Group
872890,KEEP for now,1,0,1,0,Group
872908,DELETE (no product still needs it),1,1,0,0,Group
873048,KEEP for now,1,0,1,0,Group
873078,DELETE (no product still needs it),1,1,0,0,Group
873562,DELETE (no product still needs it),1,1,0,0,Group
874564,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
874567,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
880921,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
880923,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
880928,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
880930,DELETE (no product still needs it),1,0,0,1,Bracelet 1 | Charm | Stretch Bracelet Colour | Size
881162,DELETE (no product still needs it),1,0,0,1,Coaster 1 | Name to appear at top | **INCREDIBLE OFFER** Buy a second coaster for just £5.95! | Coaster 2
881772,DELETE (no product still needs it),1,1,0,0,Group
882049,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Message to appear on left side of heart | Message to appear on right side of heart
882638,DELETE (no product still needs it),1,0,0,1,Coaster 1 | Teacher name to appear | Love from message to appear at the bottom | **INCREDIBLE OFFER** get a 2nd coaster for just £5.95!
882651,KEEP for now,1,0,1,0,Group
882659,KEEP for now,1,0,1,0,Group
882791,DELETE (no product still needs it),1,1,0,0,Group
882796,DELETE (no product still needs it),1,1,0,0,Group
882887,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
883308,KEEP for now,1,0,1,0,Pebblescape 1 | Size of Pebblescape | Text to appear at top of pebblescape | Text to appear at bottom of pebblescape (Line 1)
883311,KEEP for now,1,0,1,0,Pebblescape 1 | Size of Pebblescape | Text to appear at top of pebblescape (Line 1) | Text to appear at top of pebblescape (Line 2)
883395,KEEP for now,1,0,1,0,Group
883414,DELETE (no product still needs it),1,0,0,1,Coaster 1 | Teacher's name to appear at top of coaster | **INCREDIBLE OFFER** Buy a second one for just £5.95! | Coaster 2
883458,DELETE (no product still needs it),1,1,0,0,Heart 1 | Number of pebble people (max 8 inc pets) | Size of heart | Change wording above pebbles?
883480,KEEP for now,1,0,1,0,**INCREDIBLE OFFER** Buy a second one for just £3.95
883496,DELETE (no product still needs it),1,0,0,1,Keyring | Engraved initial letter to appear |  Full name to appear
884152,DELETE (no product still needs it),1,1,0,0,Group
884181,KEEP for now,1,0,1,0,Group
884260,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Configuration of pebble people | Message to appear on left side of heart
891409,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Configuration of pebble people | Message to appear on left side of heart
891620,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891629,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891636,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891645,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891648,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people (Line 1)
891654,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891657,KEEP for now,1,0,1,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891659,DELETE (no product still needs it),1,1,0,0,Pebblescape 1 | No. of pebble characters (If you wish to have dogs/cats in your picture please include these in the total number of pebble characters!) | Size of pebblescape | Text to appear above pebble people
891669,DELETE (no product still needs it),1,1,0,0,Group
891671,DELETE (no product still needs it),1,1,0,0,Group
1387275,DELETE (no product still needs it),1,1,0,0,Group
891680,DELETE (no product still needs it),1,0,0,1,Street sign 1 | Size of street sign | Colour of street sign | Personalisation text line 1
891696,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Text to appear below pebble people (Line 1) | Text to appear below pebble people (Line 2)
891699,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Text to appear below pebble people (Line 1) | Text to appear below pebble people (Line 2)
891706,KEEP for now,1,0,1,0,Decoration 1 | Text to appear at the top | Text to appear beneath stockings | No. of stockings
892324,DELETE (no product still needs it),1,1,0,0,Group
892326,DELETE (no product still needs it),1,1,0,0,Group
892396,KEEP for now,1,0,1,0,Group
892399,DELETE (no product still needs it),1,1,0,0,Heart 1 | Size of heart | Message to appear on left side of heart | Message to appear on right side of heart
892401,KEEP for now,1,0,1,0,Group
892428,DELETE (no product still needs it),1,0,0,1,Group
892429,DELETE (no product still needs it),1,1,0,0,Group
